avg_speed,min_speed,max_speed,max_accel,max_deaccel,mean_dist_med_speed,sd_speed,percent_ped_speed,percent_bic_speed,percent_car_speed,num_stops,distance,msd,sinuosity,turosity,convex_hull_area,mean_relative_angle,duration,label,id
16.092217995524045,0.2329642895366811,25.961550363979267,10.652202082818096,-13.501057538299198,12.864293037221293,5.964282932151584,0.6976744186046512,7.209302325581397,86.51162790697674,0.0,7917.451714887808,3.1211258764088685e-08,1.0377414318597016,0.004472999339157013,0.15563569435977295,0.054281255433713434,492.005,2.0,6lmxhlsdu2820pp9ewk41z
6.322339061546877,0.14119317205792709,12.8721921223482,3.1982007093264304,-6.585177130115337,6.365499475145137,2.824493399840498,0.7352941176470589,26.470588235294123,36.76470588235294,2.0,1132.3246035839834,4.941278295860921e-09,1.0071899746623754,0.012725932192541029,0.02198832910820135,0.142936588948258,179.09899999999988,2.0,g234mtreigui4a64i4xea9
1.2753090252536683,0.6201469934177651,2.1960882409676614,1.1298256774089777,-7.976932944483958,0.7879706237749482,0.2747466548073028,67.19367588932806,0.0,0.0,0.0,366.2738532889544,1.1031088327050356e-10,2.232827577879959,0.009083819006622923,0.006279717586041336,-0.5858150063737725,287.2039999999999,0.0,hwt93drmgmyk3pnt7hib08
1.2108235182424214,0.07920338563175244,2.3953650994193603,1.2750510242245496,-4.657094021491732,1.158080856893804,0.3363222335777952,60.10362694300518,0.0,0.0,4.0,562.095758579606,1.3742200256474364e-10,1.3046931907076131,0.006811693625322658,0.013878263440551021,0.5529622095079345,464.2259999999997,0.0,9gmnn1cdfv7vbptl9p83u2
1.3132966068373433,0.6370323526809135,2.017231561259098,1.2565515037805968,-2.369024673013352,0.6900996042890923,0.2915550544866256,57.83132530120483,0.0,0.0,0.0,126.59522641608572,1.9124226678262161e-10,1.0407972964122352,0.0248062894237969,0.0037290961758468205,0.4688459390375591,96.395,0.0,18ejk5cjxixj051qiupxyb
1.2586060459145416,0.40113704970058733,2.0001868891781336,0.7961868483678164,-4.5873528293278065,0.7995249197387729,0.3372483347986533,56.60377358490565,0.0,0.0,0.0,77.68242375989142,1.3564606133990285e-10,1.0787755485498554,0.03731132483085504,0.002505508953270959,-0.7722794424210313,61.721000000000004,0.0,m0f400uqe0tezb6vuu62i2
1.23439740466058,0.017403261175726523,3.6684572182770623,1.5412558333457986,-7.236512812427914,1.825526978550668,0.3858318562118481,50.717703349282296,0.23923444976076555,0.0,3.0,724.0296257166397,1.0831342364364576e-10,1.7409123327367484,0.010133445063511172,0.019973571645424064,-0.0934401349641968,586.545,0.0,ym4mgnige1m3jvzs6tz6zq
1.1380803625630953,0.23752940781596976,2.2254459728639704,1.246049489329581,-3.1342623728748187,0.9939582825240004,0.31165023215420845,60.30927835051546,0.0,0.0,0.0,554.5376232214055,1.0111465407893464e-10,1.6082234638038848,0.006023916945778835,0.014381533522629119,0.2557510045701199,487.2569999999994,0.0,6pbxo8tlic74vfc0ki9kbt
1.1549321224419504,0.13594220444351066,2.311395684357369,1.3641274015611402,-9.77531830631302,1.0877267399569297,0.35449142111340715,53.405405405405396,0.0,0.0,2.0,1377.812078362922,1.2121961414314918e-10,1.2228210219692286,0.003289554484726387,0.02868667848486729,-0.056692822026182435,1192.9810000000016,0.0,5mx7bunn0qcsv8ydqvpvcv
1.1990482641868268,0.14960947997285684,2.5757622619162555,1.7722938781143451,-12.790396138921034,1.2130763909716993,0.33935532998703544,53.66430260047282,0.0,0.0,1.0,1326.9159701279725,1.5742927375265831e-10,1.2024391193795152,0.002968695739266929,0.03743228868620668,0.08940587767696398,1106.6409999999987,0.0,htvucrvmwk66q9u0tuzqt8
1.2353943137327863,0.7421656809415129,2.1891819463606788,1.4272944536706187,-0.5235516969786357,0.7235081327095831,0.32659548172580394,47.27272727272727,0.0,0.0,0.0,220.2572168011049,3.271245610234412e-10,1.1630763607094332,0.02838591348730165,0.0074473390723229374,-0.4738135056018238,178.28900000000007,0.0,dn8j3ea22jfbcutnfqt1q4
1.189757170847404,0.5098872023029403,3.6714408223140977,2.5094887613879693,-0.35486803861639704,1.5807768100055788,0.4259493824414191,59.18367346938776,0.6802721088435374,0.0,0.0,604.1146703409901,1.1430856948582733e-09,2.075612288719181,0.013824736021525315,0.011838144554636738,0.9458299516019816,507.7629999999997,0.0,a9q67v7rzkl21j5vrjrpgv
1.1326421654027163,0.7430780872572916,1.7013682824333345,1.2116090163794708,-0.2376521949427839,0.4791450975880214,0.20714850627543904,68.51851851851852,0.0,0.0,0.0,214.29703033635934,4.1998866909784207e-10,1.2118932639451232,0.02515325202781008,0.006608416393190385,1.3871459306751603,189.201,0.0,4pozzrefu310v24ounut5g
1.2016603360200868,0.8254280279548065,2.031053890840632,1.3865794572244006,-0.30227227802717643,0.6028129314429127,0.26245666536665,68.08510638297872,0.0,0.0,0.0,186.8365523650752,4.940538902829262e-10,1.1010185619005508,0.028535657715493906,0.00497064837463906,-0.8414411150795993,155.48200000000006,0.0,xd856fkuhg30860g4189yy
1.323207615355418,0.8805908254648204,2.000762870814337,1.3329283847877005,-0.28642320228853035,0.5600860226747582,0.21833092078762087,72.72727272727273,0.0,0.0,0.0,224.67536025688855,8.492699939809311e-10,1.0347286809676035,0.026079988835226338,0.0050293147859638045,0.07606484657067224,169.796,0.0,8g3hbqtt56xy8ivt9hbkur
1.2099600070357392,0.415439786194427,2.129113239310427,1.219020733671876,-0.06703960480467569,0.8568367265579999,0.27880153367601673,77.55102040816327,0.0,0.0,0.0,187.018678447486,1.0485603171487526e-09,1.0317139283177006,0.029560456024091887,0.0056986653630896,0.7645597511308778,154.56599999999997,0.0,pqj97uzm355f331uclxqas
1.3052650746097727,0.6568950884730532,2.8451053408124025,2.460036890893464,-0.684844359730199,1.0941051261696746,0.3327078505975564,58.25242718446602,0.0,0.0,0.0,1226.3552745242391,8.937805883484038e-10,1.3505332315536582,0.0061881074939754135,0.03253360397284413,0.692564269713444,939.5450000000003,0.0,h0ckxrulrccx1jaa7326s3
3.795345772917186,0.16118351258321176,15.6117432402218,10.764456714109855,-12.032273706252315,7.725279863819293,2.587165592188452,4.841402337228715,52.92153589315526,4.006677796327212,2.0,4045.265496718009,2.4990683536266485e-09,1.3979413441120452,0.015341033148681382,0.0719076512401783,0.1299789023162141,1065.8489999999997,1.0,bi69bxqv0sxv1mnkesxnn5
3.2476588712898344,0.16760016303377334,19.02495230143827,16.614898355510913,-16.4820563608409,9.428676069202249,1.4074524268230673,1.8333333333333333,57.66666666666666,0.16666666666666666,1.0,3309.9392254645586,1.1074484801081973e-09,1.3589534043511828,0.005966242623721061,0.08790993074736894,0.13581632923050976,1019.1769999999997,1.0,b5itehhej68ekp090uni4k
1.4723353162624695,0.6001268662381654,2.2054604667901545,1.350195022876815,-0.44541660619414897,0.8026668002759946,0.428704235135811,35.714285714285715,0.0,0.0,0.0,88.96880615579225,2.4415601973721833e-10,1.052566537847606,0.055381775375216186,0.003400136527076387,-3.3180758434561586,60.42700000000001,0.0,xg529y7248oplnqo0ky8j2
1.9301026050274872,0.2032992469595896,5.674990526978094,3.5005941565331367,-0.4007154170172815,2.735845640009253,0.8516901955166609,18.620689655172416,4.827586206896552,0.0,0.0,605.4037035033411,6.243306713446207e-10,1.3112077769997854,0.0211130094158694,0.019072652984604588,1.3556444197587514,313.6639999999997,0.0,2rshwp28otjsz8l152dkpj
1.2589726213806622,0.4297384571395568,1.619659099228263,0.5988500289616954,-1.1205822098257503,0.5949603210443529,0.3203513350954918,47.61904761904761,0.0,0.0,0.0,23.123550136898626,1.1006245261637012e-10,1.0687218865092447,0.10679918050234488,0.00042411358857545714,4.3699180708930765,18.367,0.0,ij3sj2ut53yi1ejhb1itcx
1.5155820392066583,0.5728777725852252,3.2354607259656043,1.0964806270355836,-1.5483449505283975,1.3312914766901895,0.4987892814738397,42.51968503937008,0.0,0.0,0.0,201.14047033331158,7.293778942644949e-11,1.1489844870232442,0.016696829971547002,0.005973387284278654,-0.9326680738912712,132.71499999999997,0.0,iuahpbmmvr5t2xw4phzn1g
